3333	6222	0.00703513062748934	192
3270	6165	0.0072113947226656	192
183	5985	0.00752342087061969	192
690	6492	0.00767112971215966	192
1998	4902	0.00849155072589362	192
1878	4782	0.00854510409984059	192
2196	6537	0.00882947663287002	192
1890	4794	0.00886278572115336	192
639	6444	0.00894241715377757	192
579	6378	0.0090077695139591	192
1683	4587	0.00914539832932006	192
486	6282	0.00947657463064993	192
1698	4602	0.009545431201523	192
1245	4161	0.00957681113709029	192
588	6387	0.00960031422333625	192
639	3543	0.00989429918219377	192
705	6510	0.0100232998433266	192
486	3393	0.010096954277633	192
2031	4932	0.0101919921463863	192
1740	4641	0.0102750344506877	192
237	6036	0.01051672909594	192
1650	4557	0.010610372770554	192
1707	4611	0.0107192979757625	192
1971	4872	0.0108646885112462	192
1626	4530	0.0108809306045795	192
3393	6282	0.0110253389392309	192
1356	4269	0.0110941655496748	192
588	3492	0.0111828834181081	192
201	6000	0.0113061856836188	192
336	6132	0.0113210576845582	192
513	3417	0.0114287643055646	192
3480	6378	0.011538725390918	192
351	6150	0.0115457050270544	192
147	5946	0.0232113106690879	384
3594	6492	0.0116527376955937	192
1917	4818	0.0118350074561368	192
252	6051	0.0120227412050034	192
1824	4725	0.0120290708583173	192
825	6627	0.024058796678982	384
384	6180	0.02424389180575	384
690	3594	0.0122024107528617	192
3471	6369	0.0124420702550798	192
3453	6351	0.0124455518749279	192
1545	4458	0.0126238290677389	192
603	6405	0.0126494015538066	192
420	6216	0.0190500868178736	288
504	6300	0.0127327522450732	192
1254	4170	0.0127403831376553	192
1302	4218	0.0127523723177973	192
2046	4947	0.0128702780167093	192
528	3432	0.0128924366542821	192
1536	4449	0.0129948018177837	192
579	3480	0.0130399651375876	192
1413	4326	0.0130896344328129	192
1269	4185	0.0130912958550177	192
1236	4152	0.0131126838833383	192
537	6336	0.0131615201251102	192
3543	6444	0.0131887331472193	192
3492	6387	0.0132144848059029	192
732	2196	0.0132931652648935	192
2376	5274	0.0133555838867708	192
1182	4098	0.0134462969301223	192
2175	3624	0.0134959546074929	192
1635	4539	0.0136294650361078	192
90	5889	0.0137963387453093	192
1293	4209	0.0138148507732717	192
3579	6477	0.0139441776115546	192
528	6327	0.0139536349474046	192
1767	4668	0.0140082814478595	192
1458	4371	0.0140409978294737	192
3417	6312	0.0140418208211838	192
453	3360	0.0140734030479339	192
